"","MSSubClass","MSZoning","Alley","Neighborhood","BldgType","OverallQual","Foundation","BsmtQual","BsmtFinType1","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageFinish","GarageCars","PavedDrive","SaleCondition","SalePrice"
"163",20,"RL","0","NridgHt","1Fam",7,"PConc","3","2","Gas","Ex","Y","SBrkr",1541,0,1541,2,"Gd",7,"1","2",2,"Y","Partial",220000
"164",45,"RL","0","OldTown","1Fam",4,"CBlock","4","6","Gas","Ex","Y","SBrkr",882,0,882,1,"TA",4,"0","0",0,"Y","Normal",103200
"165",40,"RM","2","OldTown","1Fam",6,"BrkTil","4","4","Gas","Gd","Y","0",1149,467,1616,2,"Gd",5,"0","3",1,"Y","Normal",152000
"166",190,"RL","0","Edwards","2fmCon",5,"BrkTil","4","1","Gas","Gd","Y","SBrkr",808,547,1355,2,"TA",6,"0","0",0,"Y","Normal",127500
"167",20,"RL","0","ClearCr","1Fam",5,"CBlock","4","4","Gas","Ex","Y","0",1867,0,1867,1,"TA",7,"1","1",1,"Y","Normal",190000
"168",60,"RL","0","NridgHt","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1610,551,2161,1,"Ex",8,"1","1",3,"Y","Partial",325624
"169",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",840,880,1720,2,"Gd",7,"1","1",2,"Y","Normal",183500
"170",20,"RL","0","Timber","1Fam",8,"CBlock","3","6","Gas","TA","Y","SBrkr",1707,0,1707,2,"TA",6,"1","2",2,"Y","Normal",228000
"171",50,"RM","0","OldTown","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",854,0,1382,1,"TA",7,"0","3",2,"Y","Normal",128500
"172",20,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","Fa","Y","SBrkr",1656,0,1656,1,"TA",7,"1","1",2,"N","Normal",215000
"173",160,"RL","0","StoneBr","TwnhsE",7,"PConc","3","3","Gas","Gd","Y","SBrkr",1064,703,1767,2,"Gd",5,"1","2",2,"Y","Normal",239000
"174",20,"RL","0","NAmes","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1362,0,1362,1,"TA",6,"1","3",2,"Y","Normal",163000
"175",20,"RL","0","Timber","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1651,0,1651,2,"TA",7,"1","1",2,"Y","Normal",184000
"176",20,"RL","0","Edwards","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",2158,0,2158,2,"Gd",7,"1","3",2,"Y","Normal",243000
"177",60,"RL","0","ClearCr","1Fam",6,"PConc","3","3","Gas","TA","Y","SBrkr",1164,896,2060,2,"TA",8,"1","3",2,"Y","Normal",211000
"178",50,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",1252,668,1920,2,"Gd",8,"1","3",2,"Y","Normal",172500
"179",20,"RL","0","StoneBr","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",2234,0,2234,2,"Ex",9,"1","1",3,"Y","Partial",501837
"180",30,"RM","0","OldTown","1Fam",5,"CBlock","4","6","Gas","TA","Y","SBrkr",968,0,968,1,"TA",5,"0","3",2,"N","Normal",100000
"181",160,"FV","0","Somerst","Twnhs",6,"PConc","3","3","Gas","Ex","Y","SBrkr",769,756,1525,2,"Gd",5,"1","3",2,"Y","Normal",177000
"182",70,"RL","0","Crawfor","1Fam",7,"BrkTil","2","4","Gas","Gd","Y","SBrkr",901,901,1802,1,"TA",9,"1","3",1,"Y","Normal",200100
"183",20,"RL","0","Edwards","1Fam",5,"PConc","0","0","Gas","Ex","Y","SBrkr",1340,0,1340,1,"TA",7,"1","2",1,"Y","Normal",120000
"184",50,"RM","0","OldTown","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1362,720,2082,2,"Gd",6,"0","3",2,"N","Normal",200000
"185",50,"RL","0","BrkSide","1Fam",5,"PConc","2","6","Gas","Gd","Y","SBrkr",936,316,1252,1,"TA",5,"0","3",2,"Y","Normal",127000
"186",75,"RM","0","OldTown","1Fam",10,"BrkTil","4","6","Gas","Ex","Y","SBrkr",1518,1518,3608,2,"Ex",12,"1","3",3,"Y","Normal",475000
"187",80,"RL","0","Mitchel","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1217,0,1217,2,"Gd",6,"0","3",2,"Y","Normal",173000
"188",50,"RL","0","OldTown","1Fam",5,"CBlock","2","6","Gas","Ex","Y","SBrkr",808,704,1656,2,"TA",8,"0","3",1,"N","Normal",135000
"189",90,"RL","0","SawyerW","Duplex",5,"CBlock","3","3","Gas","TA","Y","SBrkr",1224,0,1224,0,"TA",6,"1","3",2,"Y","Alloca",153337
"190",120,"RL","0","StoneBr","TwnhsE",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1593,0,1593,1,"Ex",5,"1","1",2,"Y","Normal",286000
"191",70,"RL","0","Crawfor","1Fam",8,"CBlock","3","5","Gas","TA","Y","SBrkr",1549,1178,2727,2,"Gd",10,"1","3",2,"Y","Normal",315000
"192",60,"RL","0","NAmes","1Fam",7,"CBlock","4","1","Gas","Gd","Y","SBrkr",725,754,1479,1,"Gd",7,"0","1",2,"Y","Normal",184000
"193",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1431,0,1431,2,"Gd",6,"0","1",2,"Y","Normal",192000
"194",160,"RM","0","Edwards","Twnhs",7,"PConc","3","6","Gas","Ex","Y","SBrkr",970,739,1709,2,"Gd",7,"0","3",2,"Y","Normal",130000
"195",20,"RL","0","CollgCr","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",864,0,864,1,"TA",5,"0","3",1,"Y","Normal",127000
"196",160,"RL","0","NPkVill","Twnhs",6,"CBlock","3","1","Gas","TA","Y","SBrkr",855,601,1456,2,"TA",7,"1","3",2,"Y","Normal",148500
"197",20,"RL","0","Somerst","1Fam",7,"PConc","1","3","Gas","Ex","Y","SBrkr",1726,0,1726,2,"Ex",8,"1","1",3,"Y","Partial",311872
"198",75,"RL","0","NAmes","1Fam",8,"PConc","4","3","Gas","Gd","Y","SBrkr",1360,1360,3112,2,"Gd",8,"1","3",2,"Y","Abnorml",235000
"199",75,"RM","0","OldTown","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",929,929,2229,1,"TA",8,"0","0",0,"Y","Abnorml",104000
"200",20,"RL","0","NridgHt","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1713,0,1713,2,"Ex",7,"1","1",3,"Y","Normal",274900
"201",20,"RM","0","Edwards","1Fam",4,"PConc","3","6","Gas","Ex","Y","SBrkr",1121,0,1121,2,"TA",5,"0","2",2,"Y","Normal",140000
"202",20,"RL","0","Mitchel","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1279,0,1279,2,"TA",6,"1","3",2,"Y","Normal",171500
"203",50,"RL","0","OldTown","1Fam",6,"BrkTil","2","4","Gas","Gd","Y","SBrkr",865,445,1310,2,"TA",6,"0","3",1,"Y","Normal",112000
"204",120,"RM","0","CollgCr","TwnhsE",6,"PConc","3","3","Gas","Ex","Y","SBrkr",848,0,848,1,"Gd",3,"1","2",2,"Y","Normal",149000
"205",50,"RM","1","OldTown","1Fam",5,"CBlock","4","4","Gas","TA","Y","SBrkr",720,564,1284,1,"TA",5,"0","3",1,"Y","Normal",110000
"206",20,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1442,0,1442,2,"TA",5,"0","2",2,"Y","Normal",180500
"207",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","6","Gas","TA","Y","SBrkr",1696,0,1696,1,"TA",8,"1","2",1,"Y","Normal",143900
"208",20,"RL","0","NAmes","1Fam",4,"PConc","4","1","Gas","TA","Y","SBrkr",1100,0,1100,1,"TA",6,"1","2",1,"Y","Normal",141000
"209",60,"RL","0","SawyerW","1Fam",7,"CBlock","3","3","Gas","Ex","Y","SBrkr",1180,882,2062,2,"TA",7,"1","1",2,"Y","Normal",277000
"210",20,"RL","0","NAmes","1Fam",6,"CBlock","3","5","Gas","Ex","Y","SBrkr",1092,0,1092,1,"TA",6,"0","2",2,"Y","Normal",145000
"211",30,"RL","0","Edwards","1Fam",5,"CBlock","4","5","Gas","TA","N","0",864,0,864,1,"TA",5,"0","0",0,"Y","Normal",98000
"212",20,"RL","0","Edwards","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",1212,0,1212,2,"Gd",6,"0","2",2,"Y","Normal",186000
"213",60,"FV","0","Somerst","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",932,920,1852,2,"Gd",7,"1","2",2,"Y","Partial",252678
"214",20,"RL","0","CollgCr","1Fam",5,"PConc","3","1","Gas","Ex","Y","SBrkr",990,0,990,1,"TA",5,"0","3",2,"Y","Normal",156000
"215",60,"RL","0","CollgCr","1Fam",6,"CBlock","3","3","Gas","Ex","Y","SBrkr",689,703,1392,1,"TA",6,"0","1",1,"Y","Normal",161750
"216",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1236,0,1236,1,"Gd",6,"1","3",1,"Y","Normal",134450
"217",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1436,0,1436,2,"Gd",8,"0","3",2,"Y","Normal",210000
"218",70,"RM","1","OldTown","1Fam",4,"CBlock","4","6","Gas","Fa","N","SBrkr",810,518,1328,1,"TA",8,"0","3",1,"Y","Family",107000
"219",50,"RL","0","Crawfor","1Fam",7,"CBlock","4","2","Gas","Ex","Y","SBrkr",1137,817,1954,1,"Gd",8,"1","3",2,"Y","Normal",311500
"220",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1248,0,1248,2,"Gd",5,"0","1",2,"Y","Partial",167240
"221",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1498,0,1498,2,"Gd",5,"0","2",2,"Y","Partial",204900
"222",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",1010,1257,2267,2,"Gd",8,"1","2",2,"Y","Normal",200000
"223",60,"RL","0","NWAmes","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",811,741,1552,2,"TA",6,"1","2",2,"Y","Normal",179900
"224",20,"RL","0","NAmes","1Fam",4,"CBlock","4","1","Gas","Gd","Y","SBrkr",864,0,864,1,"TA",4,"0","3",2,"Y","Abnorml",97000
"225",20,"RL","0","NridgHt","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",2392,0,2392,2,"Ex",8,"1","1",3,"Y","Normal",386250
"226",160,"RM","0","BrDale","Twnhs",5,"CBlock","4","6","Gas","TA","Y","SBrkr",630,672,1302,2,"TA",6,"0","3",1,"Y","Abnorml",112000
"227",60,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1214,1306,2520,2,"Gd",9,"1","2",3,"Y","Abnorml",290000
"228",160,"RM","0","BrDale","Twnhs",6,"CBlock","4","5","Gas","TA","Y","SBrkr",483,504,987,1,"TA",5,"0","3",1,"Y","Normal",106000
"229",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",912,0,912,1,"TA",5,"1","3",1,"Y","Normal",125000
"230",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1555,0,1555,2,"Gd",7,"1","1",2,"Y","Normal",192500
"231",20,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","TA","Y","SBrkr",1194,0,1194,1,"TA",6,"0","2",1,"Y","Normal",148000
"232",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1490,1304,2794,2,"Ex",9,"1","1",3,"Y","Normal",403000
"233",160,"RM","0","BrDale","Twnhs",6,"CBlock","4","6","Gas","TA","Y","SBrkr",483,504,987,1,"TA",5,"1","3",1,"Y","Normal",94500
"234",20,"RL","0","CollgCr","1Fam",5,"CBlock","4","4","Gas","TA","Y","SBrkr",894,0,894,1,"TA",5,"0","3",1,"Y","Normal",128200
"235",60,"RL","0","Gilbert","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",860,1100,1960,2,"Gd",8,"1","1",2,"Y","Normal",216500
"236",160,"RM","0","BrDale","TwnhsE",6,"CBlock","4","1","Gas","TA","Y","SBrkr",483,504,987,1,"TA",5,"0","3",1,"Y","Normal",89500
"237",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1414,0,1414,2,"Gd",6,"0","2",2,"Y","Normal",185500
"238",60,"RL","0","SawyerW","1Fam",7,"PConc","3","2","Gas","Ex","Y","SBrkr",1014,730,1744,2,"Gd",7,"0","2",2,"Y","Normal",194500
"239",20,"RL","0","NridgHt","1Fam",8,"PConc","1","6","Gas","Ex","Y","SBrkr",1694,0,1694,2,"Gd",7,"0","1",3,"Y","Partial",318000
"240",50,"RL","0","Edwards","1Fam",6,"CBlock","4","4","Gas","TA","Y","0",798,689,1487,1,"TA",7,"1","3",1,"Y","Normal",113000
"241",20,"FV","0","Somerst","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1566,0,1566,2,"Gd",7,"0","2",2,"Y","Normal",262500
"242",30,"RM","0","OldTown","1Fam",5,"CBlock","4","1","Gas","Gd","Y","SBrkr",866,0,866,1,"Gd",4,"0","0",0,"Y","Normal",110500
"243",50,"RM","0","OldTown","1Fam",5,"BrkTil","4","6","Gas","Gd","N","0",889,551,1440,1,"TA",6,"0","3",1,"Y","Normal",79000
"244",160,"RL","0","SawyerW","TwnhsE",6,"CBlock","3","6","Gas","TA","Y","SBrkr",626,591,1217,1,"TA",6,"1","2",1,"Y","Normal",120000
"245",60,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1222,888,2110,2,"Gd",8,"1","2",2,"Y","Normal",205000
"246",20,"RL","0","NWAmes","1Fam",7,"CBlock","3","3","Gas","Gd","Y","SBrkr",1872,0,1872,2,"TA",6,"1","1",2,"Y","Normal",241500
"247",190,"RM","1","OldTown","2fmCon",6,"Stone","2","6","Gas","Gd","N","0",908,1020,1928,2,"Fa",9,"0","3",1,"Y","Normal",137000
"248",20,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",1375,0,1375,1,"TA",5,"1","3",2,"Y","Normal",140000
"249",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",840,828,1668,2,"Gd",8,"0","2",2,"Y","Normal",180000
"250",50,"RL","0","ClearCr","1Fam",6,"CBlock","3","5","Gas","Gd","Y","SBrkr",1444,700,2144,2,"Gd",7,"1","1",2,"Y","Normal",277000
"251",30,"RL","0","BrkSide","1Fam",3,"CBlock","4","6","Gas","Ex","Y","SBrkr",1306,0,1306,1,"Fa",6,"0","0",0,"Y","Normal",76500
"252",120,"RM","0","Crawfor","TwnhsE",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1625,0,1625,2,"Gd",5,"1","1",2,"Y","Family",235000
"253",60,"RL","0","SawyerW","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",798,842,1640,2,"Gd",6,"0","2",2,"Y","Normal",173000
"254",80,"RL","0","NAmes","1Fam",6,"CBlock","3","4","Gas","Ex","Y","SBrkr",1302,0,1302,2,"Gd",7,"0","2",1,"Y","Normal",158000
"255",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1314,0,1314,1,"TA",5,"0","2",1,"Y","Normal",145000
"256",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1005,1286,2291,2,"Gd",8,"1","1",2,"Y","Normal",230000
"257",60,"FV","0","Somerst","1Fam",6,"PConc","3","5","Gas","Ex","Y","SBrkr",864,864,1728,2,"Gd",7,"0","2",2,"Y","Normal",207500
"258",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1604,0,1604,2,"Gd",8,"1","2",2,"Y","Abnorml",220000
"259",60,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",963,829,1792,2,"Gd",7,"1","2",2,"Y","Normal",231500
"260",20,"RM","0","OldTown","1Fam",5,"PConc","0","0","Gas","Gd","Y","0",882,0,882,1,"TA",4,"0","3",1,"Y","Normal",97000
"261",80,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1382,0,1382,1,"TA",6,"1","3",2,"Y","Normal",176000
"262",60,"RL","0","CollgCr","1Fam",8,"PConc","1","6","Gas","Ex","Y","SBrkr",1482,1092,2574,2,"Ex",10,"1","1",3,"Y","Partial",276000
"263",80,"RL","0","Sawyer","1Fam",6,"CBlock","3","1","Gas","TA","Y","SBrkr",1212,0,1212,1,"TA",6,"1","3",2,"Y","Normal",151000
"264",50,"RM","0","OldTown","1Fam",5,"BrkTil","4","4","Gas","TA","Y","SBrkr",926,0,1316,1,"TA",6,"0","3",2,"Y","Normal",130000
"265",30,"RM","1","OldTown","1Fam",5,"BrkTil","2","6","Gas","Gd","N","0",764,0,764,1,"TA",4,"0","3",2,"N","Normal",73000
"266",20,"RL","0","NWAmes","1Fam",6,"CBlock","3","3","Gas","TA","Y","SBrkr",1422,0,1422,2,"Gd",7,"1","1",2,"Y","Normal",175500
"267",60,"RL","0","Gilbert","1Fam",6,"PConc","3","3","Gas","Gd","Y","SBrkr",802,709,1511,2,"TA",8,"1","1",2,"Y","Normal",185000
"268",75,"RL","0","SWISU","1Fam",5,"PConc","4","4","Gas","Ex","Y","SBrkr",1052,720,2192,2,"Gd",8,"1","3",1,"Y","Normal",179500
"269",30,"RM","0","IDOTRR","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",778,0,778,1,"TA",4,"1","1",1,"Y","Normal",120500
"270",20,"RL","0","Edwards","1Fam",6,"CBlock","4","2","Gas","TA","Y","SBrkr",1113,0,1113,1,"TA",6,"1","2",1,"Y","Normal",148000
"271",60,"FV","0","Somerst","1Fam",8,"PConc","3","6","Gas","Gd","Y","SBrkr",1095,844,1939,2,"Gd",8,"1","2",3,"Y","Partial",266000
"272",20,"RL","0","ClearCr","1Fam",7,"CBlock","3","4","Gas","Ex","Y","SBrkr",1363,0,1363,1,"TA",5,"1","3",2,"Y","Normal",241500
"273",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1164,1106,2270,2,"Gd",9,"1","1",3,"Y","Normal",290000
"274",20,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","Gd","Y","SBrkr",1632,0,1632,2,"TA",6,"1","2",1,"Y","Normal",139000
"275",20,"RL","0","Mitchel","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",816,0,816,1,"TA",5,"0","3",1,"Y","Normal",124500
"276",50,"RL","0","BrkSide","1Fam",7,"BrkTil","4","6","Gas","Gd","N","SBrkr",952,596,1548,2,"Ex",5,"0","3",2,"Y","Normal",205000
"277",20,"RL","0","Mitchel","1Fam",7,"PConc","1","6","Gas","Ex","Y","SBrkr",1560,0,1560,2,"Gd",7,"0","1",2,"Y","Normal",201000
"278",20,"RL","0","Gilbert","1Fam",4,"CBlock","4","4","Gas","Ex","Y","SBrkr",864,0,864,1,"TA",4,"0","3",2,"Y","Normal",141000
"279",20,"RL","0","NridgHt","1Fam",9,"PConc","1","6","Gas","Ex","Y","SBrkr",2121,0,2121,2,"Ex",8,"1","1",3,"Y","Partial",415298
"280",60,"RL","0","ClearCr","1Fam",7,"CBlock","3","2","Gas","Ex","Y","SBrkr",1156,866,2022,2,"TA",8,"1","1",2,"Y","Normal",192000
"281",60,"RL","0","SawyerW","1Fam",7,"CBlock","3","3","Gas","Gd","Y","SBrkr",1175,807,1982,2,"Gd",7,"1","1",2,"Y","Normal",228500
"282",20,"FV","2","Somerst","1Fam",6,"PConc","3","3","Gas","Gd","Y","SBrkr",1262,0,1262,2,"Gd",5,"0","1",2,"Y","Partial",185000
"283",120,"RL","0","NridgHt","Twnhs",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1314,0,1314,2,"Gd",6,"1","2",2,"Y","Normal",207500
"284",20,"RL","0","Somerst","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1468,0,1468,2,"Gd",6,"1","1",3,"Y","Partial",244600
"285",120,"RL","0","SawyerW","TwnhsE",6,"PConc","3","3","Gas","Gd","Y","SBrkr",1575,0,1575,2,"Gd",5,"0","2",2,"Y","Normal",179200
"286",160,"FV","2","Somerst","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",625,625,1250,2,"Gd",5,"0","2",2,"Y","Partial",164700
"287",50,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1085,649,1734,1,"Gd",7,"1","2",2,"Y","Normal",159000
"288",20,"RL","0","NAmes","1Fam",4,"CBlock","4","2","Gas","TA","Y","SBrkr",858,0,858,1,"TA",5,"0","0",0,"Y","Normal",88000
"289",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",900,0,900,1,"TA",5,"0","3",1,"Y","Normal",122000
"290",70,"RL","0","BrkSide","1Fam",6,"BrkTil","4","6","Gas","Ex","Y","0",698,698,1396,1,"TA",7,"0","3",1,"Y","Normal",153575
"291",60,"RL","0","CollgCr","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1079,840,1919,2,"Gd",8,"1","2",2,"Y","Partial",233230
"292",190,"RL","1","SWISU","2fmCon",5,"PConc","4","5","Gas","Ex","N","SBrkr",936,780,1716,2,"Fa",9,"0","0",0,"N","Normal",135900
"293",50,"RL","0","Edwards","1Fam",5,"CBlock","4","4","Gas","Gd","Y","SBrkr",1148,568,1716,1,"TA",8,"1","3",1,"Y","Normal",131000
"294",60,"RL","0","NWAmes","1Fam",7,"CBlock","4","1","Gas","Fa","Y","SBrkr",1468,795,2263,2,"Gd",9,"1","1",2,"Y","Normal",235000
"295",20,"RL","0","NAmes","1Fam",6,"CBlock","4","3","Gas","TA","Y","SBrkr",1644,0,1644,1,"TA",7,"1","1",2,"Y","Normal",167000
"296",80,"RL","0","Mitchel","1Fam",6,"CBlock","4","3","Gas","TA","Y","SBrkr",1003,0,1003,1,"TA",6,"0","3",2,"Y","Normal",142500
"297",50,"RM","0","IDOTRR","1Fam",5,"CBlock","4","2","Gas","TA","Y","0",910,648,1558,1,"TA",6,"0","3",1,"Y","Normal",152000
"298",60,"FV","2","Somerst","1Fam",7,"PConc","3","2","Gas","Ex","Y","SBrkr",975,975,1950,2,"Gd",7,"1","2",2,"Y","Normal",239000
"299",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","1","Gas","Gd","Y","SBrkr",1041,702,1743,1,"TA",7,"1","3",2,"Y","Normal",175000
"300",20,"RL","0","Crawfor","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",1152,0,1152,1,"Gd",6,"1","3",1,"Y","Family",158500
"301",190,"RL","0","Crawfor","2fmCon",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1336,0,1336,1,"TA",5,"1","3",1,"Y","Normal",157000
"302",60,"RL","0","CollgCr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1210,1242,2452,2,"Gd",9,"1","1",2,"Y","Normal",267000
"303",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1541,0,1541,2,"Gd",6,"1","2",3,"Y","Normal",205000
"304",20,"RL","0","CollgCr","1Fam",5,"PConc","4","1","Gas","TA","Y","SBrkr",894,0,894,1,"TA",5,"0","3",2,"Y","Abnorml",149900
"305",75,"RM","0","OldTown","1Fam",7,"BrkTil","4","6","Gas","Ex","Y","SBrkr",1675,1818,3493,3,"Gd",10,"1","3",3,"Y","Normal",295000
"306",20,"RL","0","CollgCr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",2000,0,2000,2,"Gd",8,"0","1",3,"Y","Normal",305900
"307",60,"RL","0","SawyerW","1Fam",7,"CBlock","3","1","Gas","Gd","Y","SBrkr",1122,1121,2243,2,"Gd",8,"1","2",3,"Y","Normal",225000
"308",50,"RM","1","IDOTRR","1Fam",6,"CBlock","4","6","Gas","TA","Y","0",1035,371,1406,1,"Fa",6,"0","0",0,"N","Normal",89500
"309",30,"RL","0","Edwards","1Fam",4,"CBlock","4","2","Gas","Ex","Y","SBrkr",861,0,861,1,"TA",4,"0","3",2,"Y","Normal",82500
"310",20,"RL","0","NridgHt","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1944,0,1944,2,"Ex",8,"1","1",3,"Y","Normal",360000
"311",60,"RL","0","Gilbert","1Fam",6,"PConc","3","1","Gas","Gd","Y","SBrkr",697,804,1501,2,"Gd",6,"1","1",2,"Y","Normal",165600
"312",20,"RL","0","NAmes","1Fam",6,"CBlock","4","1","Gas","Ex","Y","SBrkr",972,0,972,1,"TA",5,"1","3",1,"Y","Normal",132000
"313",190,"RM","0","OldTown","2fmCon",5,"CBlock","3","5","Gas","TA","Y","SBrkr",793,325,1118,1,"TA",5,"1","3",2,"Y","Normal",119900
"314",20,"RL","0","Timber","1Fam",7,"CBlock","3","1","Gas","TA","Y","SBrkr",2036,0,2036,2,"TA",8,"1","2",2,"Y","Normal",375000
"315",70,"RM","1","OldTown","1Fam",7,"BrkTil","4","4","Gas","Ex","Y","SBrkr",832,809,1641,1,"Ex",6,"1","3",2,"Y","Normal",178000
"316",60,"RL","0","Gilbert","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",716,716,1432,2,"Gd",6,"1","1",2,"Y","Normal",188500
"317",60,"RL","0","NWAmes","1Fam",7,"CBlock","3","3","Gas","TA","Y","SBrkr",1153,1200,2353,2,"Ex",10,"1","2",2,"Y","Normal",260000
"318",60,"FV","0","Somerst","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1088,871,1959,2,"Gd",8,"1","2",3,"Y","Normal",270000
"319",60,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1372,1274,2646,2,"Gd",9,"1","2",3,"Y","Normal",260000
"320",80,"RL","0","NWAmes","1Fam",7,"CBlock","3","3","Gas","TA","Y","SBrkr",1472,0,1472,2,"TA",6,"1","3",2,"Y","Normal",187500
"321",60,"RL","0","NridgHt","1Fam",9,"PConc","1","6","Gas","Ex","Y","SBrkr",1249,1347,2596,3,"Gd",9,"0","2",3,"Y","Partial",342643
"322",60,"RL","0","NridgHt","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1136,1332,2468,2,"Gd",10,"1","1",3,"Y","Normal",354000
"323",60,"RL","0","SawyerW","1Fam",7,"CBlock","4","4","Gas","Ex","Y","SBrkr",1553,1177,2730,2,"Gd",8,"1","1",2,"Y","Normal",301000
"324",20,"RM","0","OldTown","1Fam",3,"CBlock","4","1","Gas","Ex","Y","SBrkr",1163,0,1163,1,"TA",6,"0","3",1,"Y","Normal",126175
"325",80,"RL","0","NAmes","1Fam",7,"CBlock","3","6","Gas","Ex","Y","SBrkr",1898,1080,2978,2,"Gd",11,"1","1",2,"Y","Normal",242000
"326",45,"RM","0","IDOTRR","1Fam",5,"CBlock","4","2","Gas","Po","N","0",803,0,803,1,"TA",5,"0","3",2,"Y","Normal",87000
